id,sample,utr5_length,cds_length,utr3_length,total_length,utr5_gc_content,cds_gc_content,utr3_gc_content,ribonn_te
XM_056452708.1,sample_3,183,366,200,749,0.4207650273224044,0.5765027322404371,0.32,1.6361071
XM_071453288.1,gt,143,321,148,612,0.7972027972027972,0.660436137071651,0.5472972972972973,0.7915509
XM_071453288.1,sample_0,102,321,107,530,0.5098039215686274,0.660436137071651,0.2523364485981308,1.254811
XM_071453288.1,sample_1,126,321,185,632,0.6190476190476191,0.660436137071651,0.5459459459459459,1.2111155
XM_071453288.1,sample_2,110,321,200,631,0.6909090909090909,0.660436137071651,0.48,0.9722385
XM_071453288.1,sample_3,48,321,200,569,0.8125,0.660436137071651,0.8,0.92985123
XM_048522006.2,gt,43,273,135,451,0.5813953488372093,0.4908424908424908,0.3851851851851852,1.6898867
XM_048522006.2,sample_0,29,273,52,354,0.4827586206896552,0.4908424908424908,0.28846153846153844,1.6633625
XM_048522006.2,sample_1,75,273,19,367,0.4533333333333333,0.4908424908424908,0.2631578947368421,1.665368
XM_048522006.2,sample_2,111,273,200,584,0.5495495495495496,0.4908424908424908,0.27,1.7091379
XM_048522006.2,sample_3,110,273,123,506,0.7545454545454545,0.4908424908424908,0.4634146341463415,1.2693055
XM_044245083.1,gt,95,291,159,545,0.5789473684210527,0.42955326460481097,0.25157232704402516,1.5015146
XM_044245083.1,sample_0,117,291,179,587,0.5726495726495726,0.42955326460481097,0.2737430167597765,1.3834275
XM_044245083.1,sample_1,103,291,186,580,0.6019417475728155,0.42955326460481097,0.27419354838709675,1.5031743
XM_044245083.1,sample_2,88,291,170,549,0.5795454545454546,0.42955326460481097,0.27647058823529413,1.5097256
XM_044245083.1,sample_3,98,291,200,589,0.5714285714285714,0.42955326460481097,0.275,1.433251
XM_025986549.2,gt,67,462,83,612,0.5522388059701493,0.3874458874458874,0.3373493975903614,1.0585874
XM_025986549.2,sample_0,61,462,200,723,0.47540983606557374,0.3874458874458874,0.365,0.994258
XM_025986549.2,sample_1,168,462,200,830,0.5952380952380952,0.3874458874458874,0.395,1.0041996
XM_025986549.2,sample_2,168,462,200,830,0.6547619047619048,0.3874458874458874,0.35,0.85289747
XM_025986549.2,sample_3,179,462,200,841,0.5139664804469274,0.3874458874458874,0.345,0.7504602
XM_040683648.2,gt,61,372,106,539,0.8524590163934426,0.6693548387096774,0.4056603773584906,0.68138546
XM_040683648.2,sample_0,104,372,200,676,0.7596153846153846,0.6693548387096774,0.53,0.5680459
XM_040683648.2,sample_1,173,372,200,745,0.7861271676300579,0.6693548387096774,0.425,0.780075
XM_040683648.2,sample_2,128,372,200,700,0.875,0.6693548387096774,0.315,0.36498573
XM_040683648.2,sample_3,181,372,200,753,0.8453038674033149,0.6693548387096774,0.405,0.27762786
XM_048080352.2,gt,155,438,43,636,0.7548387096774194,0.5045662100456622,0.2558139534883721,1.5197488
XM_048080352.2,sample_0,107,438,44,589,0.6074766355140186,0.5045662100456622,0.29545454545454547,1.6110638
XM_048080352.2,sample_1,28,438,1,467,0.7142857142857143,0.5045662100456622,0.0,1.6060926
XM_048080352.2,sample_2,126,438,43,607,0.49206349206349204,0.5045662100456622,0.18604651162790697,1.6264589
XM_048080352.2,sample_3,83,438,40,561,0.4819277108433735,0.5045662100456622,0.2,1.5917169
XM_053337259.1,gt,65,384,135,584,0.47692307692307695,0.4921875,0.45925925925925926,0.98575985
XM_053337259.1,sample_0,110,384,200,694,0.4,0.4921875,0.56,0.6977082
XM_053337259.1,sample_1,171,384,200,755,0.49707602339181284,0.4921875,0.455,0.9600586
XM_053337259.1,sample_2,133,384,171,688,0.5789473684210527,0.4921875,0.29239766081871343,1.0472518
XM_053337259.1,sample_3,213,384,200,797,0.6056338028169014,0.4921875,0.525,0.7188103
XM_045164603.1,gt,198,456,182,836,0.7222222222222222,0.5701754385964912,0.6263736263736264,0.96400684
XM_045164603.1,sample_0,27,456,200,683,0.5555555555555556,0.5701754385964912,0.58,1.3572031
XM_045164603.1,sample_1,41,456,200,697,0.5853658536585366,0.5701754385964912,0.455,1.2821937
XM_045164603.1,sample_2,98,456,200,754,0.4387755102040816,0.5701754385964912,0.375,1.2686253
XM_045164603.1,sample_3,19,456,125,600,0.3684210526315789,0.5701754385964912,0.488,1.4191833
XM_048237338.1,gt,89,360,138,587,0.5617977528089888,0.5666666666666667,0.38405797101449274,1.1478928
XM_048237338.1,sample_0,160,360,200,720,0.54375,0.5666666666666667,0.505,0.92192215
XM_048237338.1,sample_1,181,360,1,542,0.6132596685082873,0.5666666666666667,0.0,1.1086543
XM_048237338.1,sample_2,106,360,200,666,0.49056603773584906,0.5666666666666667,0.28,0.999413
XM_048237338.1,sample_3,183,360,1,544,0.4644808743169399,0.5666666666666667,0.0,0.9915756
XM_074224206.1,gt,75,411,106,592,0.7333333333333333,0.5669099756690997,0.5283018867924528,0.9640024
XM_074224206.1,sample_0,80,411,106,597,0.65,0.5669099756690997,0.5,1.0732174
XM_074224206.1,sample_1,41,411,1,453,0.7073170731707317,0.5669099756690997,0.0,1.1634251
XM_074224206.1,sample_2,73,411,123,607,0.6438356164383562,0.5669099756690997,0.45528455284552843,1.0183364
XM_074224206.1,sample_3,85,411,10,506,0.6235294117647059,0.5669099756690997,0.8,1.2219647
XM_005316726.5,gt,61,474,96,631,0.8032786885245902,0.5970464135021097,0.2708333333333333,0.70997685
XM_005316726.5,sample_0,108,474,25,607,0.9166666666666666,0.5970464135021097,0.48,0.29887903
XM_005316726.5,sample_1,168,474,31,673,0.8630952380952381,0.5970464135021097,0.3870967741935484,0.25367004
XM_005316726.5,sample_2,71,474,116,661,0.8732394366197183,0.5970464135021097,0.29310344827586204,0.46599588
XM_005316726.5,sample_3,47,474,94,615,0.9148936170212766,0.5970464135021097,0.30851063829787234,0.49166435
XM_039793870.1,gt,39,360,165,564,0.5641025641025641,0.5722222222222222,0.5393939393939394,1.0988821
XM_039793870.1,sample_0,190,360,200,750,0.4631578947368421,0.5722222222222222,0.375,0.94062304
XM_039793870.1,sample_1,197,360,200,757,0.49746192893401014,0.5722222222222222,0.35,0.6991658
XM_039793870.1,sample_2,116,360,200,676,0.4051724137931034,0.5722222222222222,0.31,1.0073953
XM_039793870.1,sample_3,105,360,200,665,0.4857142857142857,0.5722222222222222,0.49,0.84166485
XM_002819635.5,gt,91,492,94,677,0.7582417582417582,0.6077235772357723,0.43617021276595747,0.80055934
XM_002819635.5,sample_0,12,492,98,602,0.6666666666666666,0.6077235772357723,0.5714285714285714,1.2177067
XM_002819635.5,sample_1,75,492,73,640,0.7066666666666667,0.6077235772357723,0.5068493150684932,1.099718
XM_002819635.5,sample_2,40,492,200,732,0.7,0.6077235772357723,0.7,1.0612754
XM_002819635.5,sample_3,118,492,200,810,0.652542372881356,0.6077235772357723,0.49,1.1601775
XM_006797961.2,gt,141,408,194,743,0.46808510638297873,0.46568627450980393,0.28350515463917525,1.2436316
XM_006797961.2,sample_0,115,408,200,723,0.391304347826087,0.46568627450980393,0.295,1.4066393
XM_006797961.2,sample_1,69,408,132,609,0.4492753623188406,0.46568627450980393,0.29545454545454547,1.5878415
XM_006797961.2,sample_2,47,408,137,592,0.425531914893617,0.46568627450980393,0.30656934306569344,1.601202
XM_006797961.2,sample_3,76,408,200,684,0.5657894736842105,0.46568627450980393,0.435,1.5639364
XM_059681587.1,gt,150,432,117,699,0.76,0.5856481481481481,0.5299145299145299,1.411272
XM_059681587.1,sample_0,89,432,109,630,0.6741573033707865,0.5856481481481481,0.6788990825688074,1.0158443
XM_059681587.1,sample_1,10,432,200,642,0.5,0.5856481481481481,0.525,1.2525167
XM_059681587.1,sample_2,49,432,200,681,0.6122448979591837,0.5856481481481481,0.35,1.4642847
XM_059681587.1,sample_3,134,432,200,766,0.5746268656716418,0.5856481481481481,0.53,1.4449813
XM_041264348.1,gt,78,174,192,444,0.4230769230769231,0.4367816091954023,0.3385416666666667,1.692123
XM_041264348.1,sample_0,140,174,200,514,0.4642857142857143,0.4367816091954023,0.315,1.6987637
XM_041264348.1,sample_1,136,174,164,474,0.39705882352941174,0.4367816091954023,0.45121951219512196,1.6809845
XM_041264348.1,sample_2,95,174,184,453,0.43157894736842106,0.4367816091954023,0.33152173913043476,1.7162153
XM_041264348.1,sample_3,91,174,114,379,0.37362637362637363,0.4367816091954023,0.3157894736842105,1.6868298
XM_048516291.1,gt,175,189,142,506,0.6114285714285714,0.5132275132275133,0.4014084507042254,1.6663699
XM_048516291.1,sample_0,58,189,163,410,0.5,0.5132275132275133,0.3312883435582822,1.607537
XM_048516291.1,sample_1,210,189,165,564,0.4857142857142857,0.5132275132275133,0.30303030303030304,1.5270826
XM_048516291.1,sample_2,96,189,200,485,0.59375,0.5132275132275133,0.405,1.6973581
XM_048516291.1,sample_3,101,189,153,443,0.6336633663366337,0.5132275132275133,0.32679738562091504,1.6630359
XM_044947178.2,gt,164,480,92,736,0.7073170731707317,0.5166666666666667,0.358695652173913,0.47052047
XM_044947178.2,sample_0,91,480,200,771,0.7142857142857143,0.5166666666666667,0.25,0.8155725
XM_044947178.2,sample_1,24,480,98,602,0.5833333333333334,0.5166666666666667,0.3469387755102041,0.786987
XM_044947178.2,sample_2,57,480,200,737,0.8421052631578947,0.5166666666666667,0.365,0.663381
XM_044947178.2,sample_3,18,480,200,698,0.6666666666666666,0.5166666666666667,0.45,0.78935456
XM_004757439.3,gt,15,300,146,461,0.5333333333333333,0.5066666666666667,0.4794520547945205,1.666897
XM_004757439.3,sample_0,75,300,200,575,0.72,0.5066666666666667,0.6,1.3109342
XM_004757439.3,sample_1,72,300,200,572,0.5277777777777778,0.5066666666666667,0.515,1.5772284
XM_004757439.3,sample_2,60,300,200,560,0.6,0.5066666666666667,0.465,1.5995642
XM_004757439.3,sample_3,162,300,200,662,0.41358024691358025,0.5066666666666667,0.42,1.542451
XM_077492752.1,gt,22,378,61,461,0.5,0.4708994708994709,0.14754098360655737,1.6596543
XM_077492752.1,sample_0,54,378,32,464,0.5555555555555556,0.4708994708994709,0.375,1.6779282
XM_077492752.1,sample_1,49,378,39,466,0.6326530612244898,0.4708994708994709,0.23076923076923078,1.6673377
XM_077492752.1,sample_2,102,378,42,522,0.5882352941176471,0.4708994708994709,0.30952380952380953,1.6661139
XM_077492752.1,sample_3,95,378,45,518,0.6210526315789474,0.4708994708994709,0.24444444444444444,1.6626464
XM_024749089.1,gt,85,240,116,441,0.6352941176470588,0.5333333333333333,0.47413793103448276,1.6789547
XM_024749089.1,sample_0,52,240,136,428,0.6538461538461539,0.5333333333333333,0.41911764705882354,1.6723804
XM_024749089.1,sample_1,50,240,94,384,0.6,0.5333333333333333,0.3829787234042553,1.6725953
XM_024749089.1,sample_2,49,240,124,413,0.5510204081632653,0.5333333333333333,0.4112903225806452,1.6819863
XM_024749089.1,sample_3,52,240,104,396,0.6730769230769231,0.5333333333333333,0.40384615384615385,1.6771281
XM_026780772.1,gt,65,210,132,407,0.6461538461538462,0.5190476190476191,0.49242424242424243,1.5198585
XM_026780772.1,sample_0,96,210,200,506,0.3854166666666667,0.5190476190476191,0.45,1.3982106
XM_026780772.1,sample_1,196,210,200,606,0.6326530612244898,0.5190476190476191,0.595,1.2219149
XM_026780772.1,sample_2,62,210,55,327,0.5806451612903226,0.5190476190476191,0.4909090909090909,1.6384604
XM_026780772.1,sample_3,83,210,163,456,0.5180722891566265,0.5190476190476191,0.4539877300613497,1.6713984
XM_048252873.1,gt,47,210,106,363,0.5957446808510638,0.5285714285714286,0.42452830188679247,1.6689723
XM_048252873.1,sample_0,50,210,115,375,0.56,0.5285714285714286,0.3826086956521739,1.6515296
XM_048252873.1,sample_1,41,210,91,342,0.5121951219512195,0.5285714285714286,0.3956043956043956,1.6607199
XM_048252873.1,sample_2,26,210,102,338,0.5769230769230769,0.5285714285714286,0.37254901960784315,1.6694357
XM_048252873.1,sample_3,38,210,98,346,0.6052631578947368,0.5285714285714286,0.3979591836734694,1.6783254
XM_005877138.2,gt,105,240,127,472,0.4857142857142857,0.45416666666666666,0.33858267716535434,1.5154029
XM_005877138.2,sample_0,97,240,139,476,0.6185567010309279,0.45416666666666666,0.3381294964028777,1.5726202
XM_005877138.2,sample_1,84,240,144,468,0.5595238095238095,0.45416666666666666,0.3402777777777778,1.5777749
XM_005877138.2,sample_2,67,240,136,443,0.582089552238806,0.45416666666666666,0.35294117647058826,1.5499265
XM_005877138.2,sample_3,131,240,41,412,0.5190839694656488,0.45416666666666666,0.3170731707317073,1.5464094
XM_031611794.1,gt,99,408,102,609,0.5858585858585859,0.6470588235294118,0.6372549019607843,1.2647433
XM_031611794.1,sample_0,81,408,200,689,0.2962962962962963,0.6470588235294118,0.585,0.9573818
XM_031611794.1,sample_1,88,408,200,696,0.625,0.6470588235294118,0.49,1.2334423
XM_031611794.1,sample_2,123,408,200,731,0.7317073170731707,0.6470588235294118,0.505,1.1267506
XM_031611794.1,sample_3,58,408,167,633,0.6379310344827587,0.6470588235294118,0.39520958083832336,1.2654561
XM_039858117.1,gt,93,333,115,541,0.5268817204301075,0.5855855855855856,0.6434782608695652,1.0448673
XM_039858117.1,sample_0,103,333,129,565,0.5048543689320388,0.5855855855855856,0.49612403100775193,1.4448779
XM_039858117.1,sample_1,61,333,84,478,0.6065573770491803,0.5855855855855856,0.5595238095238095,1.5305902
XM_039858117.1,sample_2,99,333,1,433,0.5454545454545454,0.5855855855855856,0.0,1.3776171
XM_039858117.1,sample_3,96,333,89,518,0.6041666666666666,0.5855855855855856,0.5842696629213483,1.1030296
XM_030090994.1,gt,32,396,47,475,0.46875,0.5378787878787878,0.44680851063829785,1.2307644
XM_030090994.1,sample_0,29,396,200,625,0.5172413793103449,0.5378787878787878,0.39,1.1195103
XM_030090994.1,sample_1,109,396,200,705,0.5321100917431193,0.5378787878787878,0.32,0.89793944
XM_030090994.1,sample_2,155,396,155,706,0.4967741935483871,0.5378787878787878,0.32903225806451614,0.7274379
XM_030090994.1,sample_3,123,396,115,634,0.3821138211382114,0.5378787878787878,0.30434782608695654,0.8972371
XM_025363117.1,gt,73,321,49,443,0.5205479452054794,0.46105919003115264,0.24489795918367346,1.6352662
XM_025363117.1,sample_0,33,321,96,450,0.5454545454545454,0.46105919003115264,0.14583333333333334,1.5935321
XM_025363117.1,sample_1,36,321,41,398,0.5,0.46105919003115264,0.24390243902439024,1.6211694
XM_025363117.1,sample_2,17,321,50,388,0.5882352941176471,0.46105919003115264,0.14,1.5896108
XM_025363117.1,sample_3,188,321,36,545,0.6436170212765957,0.46105919003115264,0.25,1.6287918
XM_073050146.1,gt,31,381,122,534,0.3548387096774194,0.6167979002624672,0.5245901639344263,1.6032327
XM_073050146.1,sample_0,19,381,140,540,0.21052631578947367,0.6167979002624672,0.37857142857142856,1.623052
XM_073050146.1,sample_1,52,381,200,633,0.40384615384615385,0.6167979002624672,0.41,1.596015
XM_073050146.1,sample_2,68,381,200,649,0.38235294117647056,0.6167979002624672,0.525,1.6132636
XM_073050146.1,sample_3,84,381,200,665,0.42857142857142855,0.6167979002624672,0.395,1.5247159
XM_007230763.3,gt,143,462,136,741,0.6013986013986014,0.5108225108225108,0.41911764705882354,1.6382531
XM_007230763.3,sample_0,142,462,119,723,0.6549295774647887,0.5108225108225108,0.46218487394957986,1.4381207
XM_007230763.3,sample_1,69,462,82,613,0.5797101449275363,0.5108225108225108,0.4146341463414634,1.6387352
XM_007230763.3,sample_2,91,462,84,637,0.4945054945054945,0.5108225108225108,0.4166666666666667,1.606591
XM_007230763.3,sample_3,146,462,120,728,0.5616438356164384,0.5108225108225108,0.4,1.560862
XM_003805634.6,gt,42,477,75,594,0.3333333333333333,0.4276729559748428,0.24,1.0942764
XM_003805634.6,sample_0,10,477,200,687,0.7,0.4276729559748428,0.395,1.1448939
XM_003805634.6,sample_1,135,477,200,812,0.48148148148148145,0.4276729559748428,0.4,0.94515187
XM_003805634.6,sample_2,33,477,200,710,0.42424242424242425,0.4276729559748428,0.34,1.2407254
XM_003805634.6,sample_3,203,477,97,777,0.39408866995073893,0.4276729559748428,0.36082474226804123,0.7793237
XM_055058111.1,gt,67,354,75,496,0.40298507462686567,0.4774011299435028,0.36,1.2051196
XM_055058111.1,sample_0,152,354,200,706,0.4868421052631579,0.4774011299435028,0.39,0.9396837
XM_055058111.1,sample_1,160,354,162,676,0.46875,0.4774011299435028,0.2962962962962963,0.92654437
XM_055058111.1,sample_2,126,354,200,680,0.5,0.4774011299435028,0.415,0.7669254
XM_055058111.1,sample_3,180,354,150,684,0.4166666666666667,0.4774011299435028,0.38666666666666666,0.94286054
XM_054605488.1,gt,110,231,134,475,0.4090909090909091,0.5757575757575758,0.44029850746268656,1.5664532
XM_054605488.1,sample_0,128,231,200,559,0.5546875,0.5757575757575758,0.435,1.5523748
XM_054605488.1,sample_1,104,231,200,535,0.5,0.5757575757575758,0.495,1.6363347
XM_054605488.1,sample_2,131,231,200,562,0.5725190839694656,0.5757575757575758,0.525,1.5586642
XM_054605488.1,sample_3,199,231,200,630,0.5728643216080402,0.5757575757575758,0.485,1.59228
XM_004390738.2,gt,130,444,77,651,0.5846153846153846,0.46846846846846846,0.4675324675324675,1.076584
XM_004390738.2,sample_0,132,444,200,776,0.49242424242424243,0.46846846846846846,0.435,0.9071137
XM_004390738.2,sample_1,94,444,78,616,0.5,0.46846846846846846,0.5128205128205128,0.94827175
XM_004390738.2,sample_2,133,444,200,777,0.43609022556390975,0.46846846846846846,0.51,0.89355975
XM_004390738.2,sample_3,199,444,77,720,0.7286432160804021,0.46846846846846846,0.5714285714285714,0.78624177
XM_021071042.1,gt,92,333,73,498,0.7934782608695652,0.6006006006006006,0.6027397260273972,0.74710315
XM_021071042.1,sample_0,153,333,200,686,0.5490196078431373,0.6006006006006006,0.4,0.95933944
XM_021071042.1,sample_1,90,333,64,487,0.7111111111111111,0.6006006006006006,0.625,1.4493213
XM_021071042.1,sample_2,46,333,200,579,0.7608695652173914,0.6006006006006006,0.545,1.2589893
XM_021071042.1,sample_3,83,333,200,616,0.43373493975903615,0.6006006006006006,0.345,1.2036545
XM_016238775.1,gt,85,384,47,516,0.5411764705882353,0.4739583333333333,0.2765957446808511,1.6780143
XM_016238775.1,sample_0,134,384,52,570,0.7686567164179104,0.4739583333333333,0.4230769230769231,1.6709086
XM_016238775.1,sample_1,27,384,200,611,0.5555555555555556,0.4739583333333333,0.47,1.6717764
XM_016238775.1,sample_2,82,384,82,548,0.7195121951219512,0.4739583333333333,0.36585365853658536,1.686651
XM_016238775.1,sample_3,75,384,52,511,0.6933333333333334,0.4739583333333333,0.34615384615384615,1.6745877
XM_034108059.1,gt,64,483,68,615,0.515625,0.4968944099378882,0.38235294117647056,1.3267075
XM_034108059.1,sample_0,19,483,80,582,0.5263157894736842,0.4968944099378882,0.2625,1.2900938
XM_034108059.1,sample_1,156,483,43,682,0.5064102564102564,0.4968944099378882,0.46511627906976744,1.1691797
XM_034108059.1,sample_2,140,483,134,757,0.5,0.4968944099378882,0.3582089552238806,0.98545796
XM_034108059.1,sample_3,39,483,107,629,0.5641025641025641,0.4968944099378882,0.3177570093457944,1.180506
XM_033181781.1,gt,160,498,187,845,0.65625,0.43373493975903615,0.44385026737967914,0.6240429
XM_033181781.1,sample_0,162,498,200,860,0.5185185185185185,0.43373493975903615,0.42,0.69434327
XM_033181781.1,sample_1,157,498,200,855,0.4968152866242038,0.43373493975903615,0.41,0.61071837
XM_033181781.1,sample_2,124,498,200,822,0.3548387096774194,0.43373493975903615,0.39,0.56181127
XM_033181781.1,sample_3,158,498,200,856,0.6708860759493671,0.43373493975903615,0.35,0.7289343
XM_028468004.1,gt,93,390,198,681,0.44086021505376344,0.48205128205128206,0.3434343434343434,1.5024809
XM_028468004.1,sample_0,71,390,101,562,0.5070422535211268,0.48205128205128206,0.37623762376237624,1.3485202
XM_028468004.1,sample_1,106,390,200,696,0.4339622641509434,0.48205128205128206,0.4,1.2895718
XM_028468004.1,sample_2,146,390,200,736,0.5068493150684932,0.48205128205128206,0.4,1.5010612
XM_028468004.1,sample_3,99,390,200,689,0.45454545454545453,0.48205128205128206,0.42,1.2398632
XM_021156850.1,gt,104,312,101,517,0.625,0.5673076923076923,0.4752475247524752,1.2936267
XM_021156850.1,sample_0,84,312,94,490,0.5952380952380952,0.5673076923076923,0.6063829787234043,1.2566563
XM_021156850.1,sample_1,58,312,200,570,0.6379310344827587,0.5673076923076923,0.34,1.0810839
XM_021156850.1,sample_2,77,312,200,589,0.6233766233766234,0.5673076923076923,0.4,1.0956602
XM_021156850.1,sample_3,81,312,90,483,0.5432098765432098,0.5673076923076923,0.43333333333333335,1.1392664
XM_070550638.1,gt,184,330,87,601,0.592391304347826,0.5515151515151515,0.5862068965517241,0.8133846
XM_070550638.1,sample_0,19,330,140,489,0.7368421052631579,0.5515151515151515,0.37857142857142856,1.4585708
XM_070550638.1,sample_1,70,330,114,514,0.5,0.5515151515151515,0.4649122807017544,1.3246679
XM_070550638.1,sample_2,129,330,164,623,0.5116279069767442,0.5515151515151515,0.3780487804878049,1.1517924
XM_070550638.1,sample_3,187,330,19,536,0.5828877005347594,0.5515151515151515,0.5263157894736842,1.2147163
XM_043544098.1,gt,124,273,65,462,0.5241935483870968,0.5201465201465202,0.5230769230769231,1.6423285
XM_043544098.1,sample_0,46,273,106,425,0.5,0.5201465201465202,0.330188679245283,1.6546353
XM_043544098.1,sample_1,124,273,200,597,0.41935483870967744,0.5201465201465202,0.455,1.4712456
XM_043544098.1,sample_2,112,273,200,585,0.5089285714285714,0.5201465201465202,0.33,1.6389582
XM_043544098.1,sample_3,135,273,42,450,0.45185185185185184,0.5201465201465202,0.5714285714285714,1.4114578
XM_041933087.1,gt,10,411,117,538,0.5,0.6447688564476886,0.49572649572649574,1.5129448
XM_041933087.1,sample_0,20,411,21,452,0.35,0.6447688564476886,0.5238095238095238,1.5463257
XM_041933087.1,sample_1,41,411,50,502,0.5853658536585366,0.6447688564476886,0.62,1.5252466
XM_041933087.1,sample_2,33,411,200,644,0.45454545454545453,0.6447688564476886,0.37,1.5251051
XM_041933087.1,sample_3,16,411,1,428,0.5,0.6447688564476886,0.0,1.5310955
XM_072126581.1,gt,122,363,106,591,0.4344262295081967,0.3939393939393939,0.24528301886792453,1.6089218
XM_072126581.1,sample_0,113,363,200,676,0.3185840707964602,0.3939393939393939,0.365,1.5217304
XM_072126581.1,sample_1,59,363,200,622,0.4576271186440678,0.3939393939393939,0.31,1.5785556
XM_072126581.1,sample_2,93,363,180,636,0.44086021505376344,0.3939393939393939,0.3,1.5163176
XM_072126581.1,sample_3,116,363,1,480,0.4051724137931034,0.3939393939393939,0.0,1.4876063
XM_047871817.1,gt,159,219,124,502,0.610062893081761,0.4885844748858447,0.4032258064516129,1.3219693
XM_047871817.1,sample_0,189,219,17,425,0.4973544973544973,0.4885844748858447,0.6470588235294118,1.2766119
XM_047871817.1,sample_1,147,219,200,566,0.5170068027210885,0.4885844748858447,0.445,1.1714935
XM_047871817.1,sample_2,187,219,200,606,0.5561497326203209,0.4885844748858447,0.435,1.1483539
XM_047871817.1,sample_3,154,219,200,573,0.487012987012987,0.4885844748858447,0.475,1.390665
XM_055025761.1,gt,135,240,109,484,0.4222222222222222,0.6083333333333333,0.5045871559633027,1.6777802
XM_055025761.1,sample_0,144,240,128,512,0.4791666666666667,0.6083333333333333,0.6015625,1.6447827
XM_055025761.1,sample_1,152,240,117,509,0.4473684210526316,0.6083333333333333,0.48717948717948717,1.6709124
XM_055025761.1,sample_2,125,240,114,479,0.416,0.6083333333333333,0.543859649122807,1.6704354
XM_055025761.1,sample_3,120,240,187,547,0.3416666666666667,0.6083333333333333,0.48128342245989303,1.6584414
XM_063953598.1,gt,55,468,48,571,0.509090909090909,0.5213675213675214,0.3541666666666667,1.642237
XM_063953598.1,sample_0,55,468,41,564,0.4727272727272727,0.5213675213675214,0.24390243902439024,1.6524584
XM_063953598.1,sample_1,154,468,46,668,0.6883116883116883,0.5213675213675214,0.1956521739130435,1.6486377
XM_063953598.1,sample_2,81,468,28,577,0.5308641975308642,0.5213675213675214,0.25,1.6532737
XM_063953598.1,sample_3,26,468,45,539,0.7692307692307693,0.5213675213675214,0.2222222222222222,1.6180903
NM_019503.4,gt,101,288,186,575,0.594059405940594,0.5694444444444444,0.521505376344086,1.2611328
NM_019503.4,sample_0,75,288,22,385,0.44,0.5694444444444444,0.6363636363636364,1.4513862
NM_019503.4,sample_1,34,288,200,522,0.5882352941176471,0.5694444444444444,0.54,1.1120466
NM_019503.4,sample_2,21,288,200,509,0.7142857142857143,0.5694444444444444,0.535,1.340527
NM_019503.4,sample_3,110,288,200,598,0.6272727272727273,0.5694444444444444,0.615,0.9634949
XM_063142419.1,gt,29,390,130,549,0.5862068965517241,0.5820512820512821,0.36923076923076925,1.5074743
XM_063142419.1,sample_0,47,390,162,599,0.574468085106383,0.5820512820512821,0.3888888888888889,1.5780169
XM_063142419.1,sample_1,34,390,161,585,0.5588235294117647,0.5820512820512821,0.43478260869565216,1.2890203
XM_063142419.1,sample_2,59,390,200,649,0.6949152542372882,0.5820512820512821,0.635,1.242566
XM_063142419.1,sample_3,100,390,200,690,0.72,0.5820512820512821,0.46,1.2955189
XM_020159488.2,gt,122,234,123,479,0.7049180327868853,0.5598290598290598,0.5772357723577236,1.5461075
XM_020159488.2,sample_0,113,234,132,479,0.7964601769911505,0.5598290598290598,0.5833333333333334,0.78059494
XM_020159488.2,sample_1,100,234,129,463,0.77,0.5598290598290598,0.5348837209302325,1.5580808
XM_020159488.2,sample_2,90,234,130,454,0.7111111111111111,0.5598290598290598,0.5769230769230769,1.5194086
