id,sample,utr5_length,cds_length,utr3_length,total_length,utr5_gc_content,cds_gc_content,utr3_gc_content,ribonn_te
XM_006797961.2,sample_3,162,408,44,614,0.5555555555555556,0.46568627450980393,0.2727272727272727,1.4640194
XM_059681587.1,gt,150,432,117,699,0.76,0.5856481481481481,0.5299145299145299,1.411272
XM_059681587.1,sample_0,87,432,200,719,0.8045977011494253,0.5856481481481481,0.68,0.9104226
XM_059681587.1,sample_1,50,432,200,682,0.76,0.5856481481481481,0.545,1.2993128
XM_059681587.1,sample_2,112,432,9,553,0.6875,0.5856481481481481,0.7777777777777778,1.4091754
XM_059681587.1,sample_3,83,432,200,715,0.8192771084337349,0.5856481481481481,0.585,0.62303454
XM_041264348.1,gt,78,174,192,444,0.4230769230769231,0.4367816091954023,0.3385416666666667,1.692123
XM_041264348.1,sample_0,85,174,200,459,0.2823529411764706,0.4367816091954023,0.43,1.7009976
XM_041264348.1,sample_1,175,174,134,483,0.5142857142857142,0.4367816091954023,0.2835820895522388,1.6902947
XM_041264348.1,sample_2,118,174,179,471,0.5169491525423728,0.4367816091954023,0.4301675977653631,1.7025825
XM_041264348.1,sample_3,173,174,200,547,0.6069364161849711,0.4367816091954023,0.41,1.3426763
XM_048516291.1,gt,175,189,142,506,0.6114285714285714,0.5132275132275133,0.4014084507042254,1.6663699
XM_048516291.1,sample_0,159,189,200,548,0.5786163522012578,0.5132275132275133,0.36,1.6962687
XM_048516291.1,sample_1,61,189,152,402,0.7704918032786885,0.5132275132275133,0.3815789473684211,1.6528873
XM_048516291.1,sample_2,139,189,86,414,0.4748201438848921,0.5132275132275133,0.3023255813953488,1.6042455
XM_048516291.1,sample_3,75,189,199,463,0.5333333333333333,0.5132275132275133,0.37185929648241206,1.6844451
XM_044947178.2,gt,164,480,92,736,0.7073170731707317,0.5166666666666667,0.358695652173913,0.47052047
XM_044947178.2,sample_0,188,480,200,868,0.723404255319149,0.5166666666666667,0.35,0.61041844
XM_044947178.2,sample_1,172,480,200,852,0.8313953488372093,0.5166666666666667,0.315,0.36192462
XM_044947178.2,sample_2,107,480,200,787,0.6542056074766355,0.5166666666666667,0.42,0.81631774
XM_044947178.2,sample_3,20,480,78,578,0.8,0.5166666666666667,0.47435897435897434,0.81526035
XM_004757439.3,gt,15,300,146,461,0.5333333333333333,0.5066666666666667,0.4794520547945205,1.666897
XM_004757439.3,sample_0,131,300,200,631,0.7862595419847328,0.5066666666666667,0.54,1.0524178
XM_004757439.3,sample_1,191,300,200,691,0.7486910994764397,0.5066666666666667,0.62,1.0243315
XM_004757439.3,sample_2,40,300,65,405,0.675,0.5066666666666667,0.4461538461538462,1.6335691
XM_004757439.3,sample_3,137,300,200,637,0.7007299270072993,0.5066666666666667,0.43,1.58962
XM_077492752.1,gt,22,378,61,461,0.5,0.4708994708994709,0.14754098360655737,1.6596543
XM_077492752.1,sample_0,174,378,37,589,0.4425287356321839,0.4708994708994709,0.24324324324324326,1.6792567
XM_077492752.1,sample_1,170,378,37,585,0.7176470588235294,0.4708994708994709,0.24324324324324326,1.6727456
XM_077492752.1,sample_2,100,378,39,517,0.53,0.4708994708994709,0.23076923076923078,1.6687689
XM_077492752.1,sample_3,84,378,55,517,0.5238095238095238,0.4708994708994709,0.2,1.6692243
XM_024749089.1,gt,85,240,116,441,0.6352941176470588,0.5333333333333333,0.47413793103448276,1.6789547
XM_024749089.1,sample_0,95,240,113,448,0.5157894736842106,0.5333333333333333,0.4778761061946903,1.6605837
XM_024749089.1,sample_1,98,240,154,492,0.6122448979591837,0.5333333333333333,0.4025974025974026,1.7010089
XM_024749089.1,sample_2,130,240,161,531,0.5384615384615384,0.5333333333333333,0.40372670807453415,1.6807969
XM_024749089.1,sample_3,106,240,165,511,0.5,0.5333333333333333,0.43636363636363634,1.6848892
XM_026780772.1,gt,65,210,132,407,0.6461538461538462,0.5190476190476191,0.49242424242424243,1.5198585
XM_026780772.1,sample_0,113,210,200,523,0.672566371681416,0.5190476190476191,0.645,1.1242479
XM_026780772.1,sample_1,136,210,200,546,0.8529411764705882,0.5190476190476191,0.51,0.5371035
XM_026780772.1,sample_2,121,210,80,411,0.7107438016528925,0.5190476190476191,0.55,1.0628556
XM_026780772.1,sample_3,196,210,200,606,0.7959183673469388,0.5190476190476191,0.555,0.8666321
XM_048252873.1,gt,47,210,106,363,0.5957446808510638,0.5285714285714286,0.42452830188679247,1.6689723
XM_048252873.1,sample_0,45,210,1,256,0.5111111111111111,0.5285714285714286,0.0,1.6598002
XM_048252873.1,sample_1,56,210,134,400,0.5,0.5285714285714286,0.39552238805970147,1.6157951
XM_048252873.1,sample_2,22,210,109,341,0.6363636363636364,0.5285714285714286,0.45871559633027525,1.6148484
XM_048252873.1,sample_3,56,210,94,360,0.4642857142857143,0.5285714285714286,0.39361702127659576,1.6328918
XM_005877138.2,gt,105,240,127,472,0.4857142857142857,0.45416666666666666,0.33858267716535434,1.5154029
XM_005877138.2,sample_0,83,240,144,467,0.4457831325301205,0.45416666666666666,0.3680555555555556,1.5755686
XM_005877138.2,sample_1,148,240,6,394,0.4594594594594595,0.45416666666666666,0.3333333333333333,1.621048
XM_005877138.2,sample_2,89,240,149,478,0.5056179775280899,0.45416666666666666,0.38926174496644295,1.6466604
XM_005877138.2,sample_3,165,240,124,529,0.47878787878787876,0.45416666666666666,0.33064516129032256,1.6137469
XM_031611794.1,gt,99,408,102,609,0.5858585858585859,0.6470588235294118,0.6372549019607843,1.2647433
XM_031611794.1,sample_0,61,408,200,669,0.8524590163934426,0.6470588235294118,0.695,0.6498181
XM_031611794.1,sample_1,190,408,200,798,0.8210526315789474,0.6470588235294118,0.65,0.15378337
XM_031611794.1,sample_2,172,408,200,780,0.5930232558139535,0.6470588235294118,0.375,0.7977683
XM_031611794.1,sample_3,60,408,173,641,0.5333333333333333,0.6470588235294118,0.7456647398843931,1.0543923
XM_039858117.1,gt,93,333,115,541,0.5268817204301075,0.5855855855855856,0.6434782608695652,1.0448673
XM_039858117.1,sample_0,160,333,125,618,0.58125,0.5855855855855856,0.552,0.79999477
XM_039858117.1,sample_1,168,333,134,635,0.6130952380952381,0.5855855855855856,0.5373134328358209,1.3439907
XM_039858117.1,sample_2,55,333,115,503,0.5818181818181818,0.5855855855855856,0.5217391304347826,1.4078269
XM_039858117.1,sample_3,100,333,71,504,0.65,0.5855855855855856,0.5211267605633803,1.0984052
XM_030090994.1,gt,32,396,47,475,0.46875,0.5378787878787878,0.44680851063829785,1.2307644
XM_030090994.1,sample_0,42,396,108,546,0.5238095238095238,0.5378787878787878,0.35185185185185186,1.1836008
XM_030090994.1,sample_1,59,396,200,655,0.4915254237288136,0.5378787878787878,0.375,1.1372203
XM_030090994.1,sample_2,79,396,200,675,0.4430379746835443,0.5378787878787878,0.305,0.8008536
XM_030090994.1,sample_3,63,396,200,659,0.47619047619047616,0.5378787878787878,0.315,1.005966
XM_025363117.1,gt,73,321,49,443,0.5205479452054794,0.46105919003115264,0.24489795918367346,1.6352662
XM_025363117.1,sample_0,62,321,62,445,0.5483870967741935,0.46105919003115264,0.20967741935483872,1.6241688
XM_025363117.1,sample_1,37,321,47,405,0.5405405405405406,0.46105919003115264,0.2553191489361702,1.6201118
XM_025363117.1,sample_2,33,321,52,406,0.5151515151515151,0.46105919003115264,0.17307692307692307,1.6307958
XM_025363117.1,sample_3,23,321,200,544,0.6521739130434783,0.46105919003115264,0.375,1.5900102
XM_073050146.1,gt,31,381,122,534,0.3548387096774194,0.6167979002624672,0.5245901639344263,1.6032327
XM_073050146.1,sample_0,60,381,200,641,0.38333333333333336,0.6167979002624672,0.455,1.6146396
XM_073050146.1,sample_1,20,381,200,601,0.4,0.6167979002624672,0.465,1.5934424
XM_073050146.1,sample_2,102,381,42,525,0.39215686274509803,0.6167979002624672,0.42857142857142855,1.6403134
XM_073050146.1,sample_3,21,381,200,602,0.23809523809523808,0.6167979002624672,0.54,1.5871027
XM_007230763.3,gt,143,462,136,741,0.6013986013986014,0.5108225108225108,0.41911764705882354,1.6382531
XM_007230763.3,sample_0,122,462,127,711,0.5491803278688525,0.5108225108225108,0.44881889763779526,1.5950898
XM_007230763.3,sample_1,168,462,116,746,0.6011904761904762,0.5108225108225108,0.46551724137931033,1.612122
XM_007230763.3,sample_2,76,462,185,723,0.5526315789473685,0.5108225108225108,0.3675675675675676,1.4987345
XM_007230763.3,sample_3,185,462,150,797,0.5459459459459459,0.5108225108225108,0.41333333333333333,1.5019596
XM_003805634.6,gt,42,477,75,594,0.3333333333333333,0.4276729559748428,0.24,1.0942764
XM_003805634.6,sample_0,9,477,200,686,0.4444444444444444,0.4276729559748428,0.42,1.1462586
XM_003805634.6,sample_1,220,477,98,795,0.7227272727272728,0.4276729559748428,0.5714285714285714,0.42541763
XM_003805634.6,sample_2,58,477,200,735,0.3620689655172414,0.4276729559748428,0.39,1.054894
XM_003805634.6,sample_3,129,477,200,806,0.5581395348837209,0.4276729559748428,0.375,0.8016141
XM_055058111.1,gt,67,354,75,496,0.40298507462686567,0.4774011299435028,0.36,1.2051196
XM_055058111.1,sample_0,12,354,49,415,0.25,0.4774011299435028,0.30612244897959184,1.2639074
XM_055058111.1,sample_1,199,354,200,753,0.7839195979899497,0.4774011299435028,0.355,0.35734665
XM_055058111.1,sample_2,78,354,200,632,0.4230769230769231,0.4774011299435028,0.385,1.0554998
XM_055058111.1,sample_3,112,354,200,666,0.5625,0.4774011299435028,0.43,0.82761323
XM_054605488.1,gt,110,231,134,475,0.4090909090909091,0.5757575757575758,0.44029850746268656,1.5664532
XM_054605488.1,sample_0,111,231,200,542,0.5135135135135135,0.5757575757575758,0.535,1.5684314
XM_054605488.1,sample_1,177,231,173,581,0.5536723163841808,0.5757575757575758,0.4624277456647399,1.4695052
XM_054605488.1,sample_2,170,231,200,601,0.5176470588235295,0.5757575757575758,0.55,1.3614112
XM_054605488.1,sample_3,172,231,200,603,0.5348837209302325,0.5757575757575758,0.465,1.4895133
XM_004390738.2,gt,130,444,77,651,0.5846153846153846,0.46846846846846846,0.4675324675324675,1.076584
XM_004390738.2,sample_0,108,444,200,752,0.4722222222222222,0.46846846846846846,0.48,0.88958037
XM_004390738.2,sample_1,194,444,200,838,0.5618556701030928,0.46846846846846846,0.45,0.78819835
XM_004390738.2,sample_2,37,444,200,681,0.5945945945945946,0.46846846846846846,0.535,1.1347389
XM_004390738.2,sample_3,13,444,200,657,0.6923076923076923,0.46846846846846846,0.385,1.1406612
XM_021071042.1,gt,92,333,73,498,0.7934782608695652,0.6006006006006006,0.6027397260273972,0.74710315
XM_021071042.1,sample_0,98,333,200,631,0.7755102040816326,0.6006006006006006,0.645,0.7273007
XM_021071042.1,sample_1,23,333,117,473,0.782608695652174,0.6006006006006006,0.41025641025641024,1.1210884
XM_021071042.1,sample_2,21,333,200,554,0.8571428571428571,0.6006006006006006,0.585,0.87618333
XM_021071042.1,sample_3,37,333,62,432,0.8108108108108109,0.6006006006006006,0.5645161290322581,1.0893108
XM_016238775.1,gt,85,384,47,516,0.5411764705882353,0.4739583333333333,0.2765957446808511,1.6780143
XM_016238775.1,sample_0,43,384,80,507,0.5813953488372093,0.4739583333333333,0.375,1.643617
XM_016238775.1,sample_1,154,384,200,738,0.6428571428571429,0.4739583333333333,0.455,1.6782424
XM_016238775.1,sample_2,190,384,56,630,0.7105263157894737,0.4739583333333333,0.39285714285714285,1.6495547
XM_016238775.1,sample_3,34,384,50,468,0.7352941176470589,0.4739583333333333,0.28,1.6672931
XM_034108059.1,gt,64,483,68,615,0.515625,0.4968944099378882,0.38235294117647056,1.3267075
XM_034108059.1,sample_0,54,483,85,622,0.5,0.4968944099378882,0.35294117647058826,1.2513791
XM_034108059.1,sample_1,148,483,200,831,0.40540540540540543,0.4968944099378882,0.29,1.1480404
XM_034108059.1,sample_2,60,483,200,743,0.36666666666666664,0.4968944099378882,0.355,1.1832873
XM_034108059.1,sample_3,31,483,184,698,0.45161290322580644,0.4968944099378882,0.33152173913043476,1.2990986
XM_033181781.1,gt,160,498,187,845,0.65625,0.43373493975903615,0.44385026737967914,0.6240429
XM_033181781.1,sample_0,186,498,200,884,0.6666666666666666,0.43373493975903615,0.495,-0.0037620312
XM_033181781.1,sample_1,123,498,200,821,0.8130081300813008,0.43373493975903615,0.505,0.14695361
XM_033181781.1,sample_2,194,498,200,892,0.8144329896907216,0.43373493975903615,0.535,0.038865592
XM_033181781.1,sample_3,192,498,200,890,0.6875,0.43373493975903615,0.495,0.115856625
XM_028468004.1,gt,93,390,198,681,0.44086021505376344,0.48205128205128206,0.3434343434343434,1.5024809
XM_028468004.1,sample_0,218,390,200,808,0.6376146788990825,0.48205128205128206,0.33,1.4076023
XM_028468004.1,sample_1,123,390,200,713,0.43902439024390244,0.48205128205128206,0.27,0.9800337
XM_028468004.1,sample_2,121,390,200,711,0.4049586776859504,0.48205128205128206,0.39,1.4101303
XM_028468004.1,sample_3,132,390,1,523,0.5,0.48205128205128206,0.0,1.2818362
XM_021156850.1,gt,104,312,101,517,0.625,0.5673076923076923,0.4752475247524752,1.2936267
XM_021156850.1,sample_0,39,312,200,551,0.41025641025641024,0.5673076923076923,0.365,1.2646691
XM_021156850.1,sample_1,133,312,182,627,0.48872180451127817,0.5673076923076923,0.4010989010989011,1.0538375
XM_021156850.1,sample_2,204,312,176,692,0.37745098039215685,0.5673076923076923,0.4147727272727273,0.858248
XM_021156850.1,sample_3,106,312,155,573,0.49056603773584906,0.5673076923076923,0.4129032258064516,1.2080147
XM_070550638.1,gt,184,330,87,601,0.592391304347826,0.5515151515151515,0.5862068965517241,0.8133846
XM_070550638.1,sample_0,54,330,200,584,0.7962962962962963,0.5515151515151515,0.585,0.86915547
XM_070550638.1,sample_1,123,330,200,653,0.6991869918699187,0.5515151515151515,0.555,1.0490074
XM_070550638.1,sample_2,234,330,200,764,0.782051282051282,0.5515151515151515,0.645,0.4544818
XM_070550638.1,sample_3,69,330,200,599,0.7101449275362319,0.5515151515151515,0.665,0.95609987
XM_043544098.1,gt,124,273,65,462,0.5241935483870968,0.5201465201465202,0.5230769230769231,1.6423285
XM_043544098.1,sample_0,13,273,60,346,0.5384615384615384,0.5201465201465202,0.43333333333333335,1.6011537
XM_043544098.1,sample_1,101,273,125,499,0.5445544554455446,0.5201465201465202,0.336,1.5584729
XM_043544098.1,sample_2,188,273,200,661,0.5531914893617021,0.5201465201465202,0.5,1.2985661
XM_043544098.1,sample_3,28,273,3,304,0.4642857142857143,0.5201465201465202,0.6666666666666666,1.6279145
XM_041933087.1,gt,10,411,117,538,0.5,0.6447688564476886,0.49572649572649574,1.5129448
XM_041933087.1,sample_0,161,411,53,625,0.4658385093167702,0.6447688564476886,0.5660377358490566,1.4853897
XM_041933087.1,sample_1,163,411,58,632,0.4601226993865031,0.6447688564476886,0.46551724137931033,1.4874419
XM_041933087.1,sample_2,77,411,83,571,0.5584415584415584,0.6447688564476886,0.4578313253012048,1.5346887
XM_041933087.1,sample_3,101,411,200,712,0.46534653465346537,0.6447688564476886,0.51,1.5460006
XM_072126581.1,gt,122,363,106,591,0.4344262295081967,0.3939393939393939,0.24528301886792453,1.6089218
XM_072126581.1,sample_0,210,363,200,773,0.4142857142857143,0.3939393939393939,0.39,1.2892972
XM_072126581.1,sample_1,107,363,111,581,0.4392523364485981,0.3939393939393939,0.3153153153153153,1.4949081
XM_072126581.1,sample_2,197,363,166,726,0.4213197969543147,0.3939393939393939,0.3614457831325301,1.4245175
XM_072126581.1,sample_3,80,363,200,643,0.5125,0.3939393939393939,0.39,1.5075195
XM_047871817.1,gt,159,219,124,502,0.610062893081761,0.4885844748858447,0.4032258064516129,1.3219693
XM_047871817.1,sample_0,152,219,200,571,0.6842105263157895,0.4885844748858447,0.445,1.0638286
XM_047871817.1,sample_1,193,219,200,612,0.6528497409326425,0.4885844748858447,0.45,0.9296889
XM_047871817.1,sample_2,193,219,200,612,0.7098445595854922,0.4885844748858447,0.435,0.57600784
XM_047871817.1,sample_3,201,219,200,620,0.5323383084577115,0.4885844748858447,0.435,1.1957805
XM_055025761.1,gt,135,240,109,484,0.4222222222222222,0.6083333333333333,0.5045871559633027,1.6777802
XM_055025761.1,sample_0,170,240,121,531,0.4117647058823529,0.6083333333333333,0.4049586776859504,1.6824188
XM_055025761.1,sample_1,18,240,200,458,0.4444444444444444,0.6083333333333333,0.485,1.6857069
XM_055025761.1,sample_2,147,240,200,587,0.42857142857142855,0.6083333333333333,0.53,1.6580673
XM_055025761.1,sample_3,109,240,114,463,0.41284403669724773,0.6083333333333333,0.5087719298245614,1.6803763
XM_063953598.1,gt,55,468,48,571,0.509090909090909,0.5213675213675214,0.3541666666666667,1.642237
XM_063953598.1,sample_0,43,468,48,559,0.7441860465116279,0.5213675213675214,0.3333333333333333,1.6426105
XM_063953598.1,sample_1,20,468,41,529,0.8,0.5213675213675214,0.36585365853658536,1.611433
XM_063953598.1,sample_2,44,468,47,559,0.6136363636363636,0.5213675213675214,0.2978723404255319,1.6482794
XM_063953598.1,sample_3,39,468,58,565,0.6923076923076923,0.5213675213675214,0.3275862068965517,1.641593
NM_019503.4,gt,101,288,186,575,0.594059405940594,0.5694444444444444,0.521505376344086,1.2611328
NM_019503.4,sample_0,74,288,200,562,0.8108108108108109,0.5694444444444444,0.68,0.9587831
NM_019503.4,sample_1,196,288,200,684,0.8061224489795918,0.5694444444444444,0.7,0.16822353
NM_019503.4,sample_2,72,288,200,560,0.7777777777777778,0.5694444444444444,0.775,0.8162401
NM_019503.4,sample_3,111,288,200,599,0.6486486486486487,0.5694444444444444,0.64,1.1203961
XM_063142419.1,gt,29,390,130,549,0.5862068965517241,0.5820512820512821,0.36923076923076925,1.5074743
XM_063142419.1,sample_0,132,390,82,604,0.6439393939393939,0.5820512820512821,0.4268292682926829,1.4422662
XM_063142419.1,sample_1,38,390,1,429,0.5789473684210527,0.5820512820512821,0.0,1.5491774
XM_063142419.1,sample_2,197,390,200,787,0.7918781725888325,0.5820512820512821,0.43,0.9998811
XM_063142419.1,sample_3,65,390,200,655,0.7846153846153846,0.5820512820512821,0.585,1.111651
XM_020159488.2,gt,122,234,123,479,0.7049180327868853,0.5598290598290598,0.5772357723577236,1.5461075
XM_020159488.2,sample_0,114,234,130,478,0.7719298245614035,0.5598290598290598,0.5461538461538461,1.5012379
XM_020159488.2,sample_1,177,234,174,585,0.6440677966101694,0.5598290598290598,0.5747126436781609,1.397573
XM_020159488.2,sample_2,75,234,149,458,0.76,0.5598290598290598,0.5906040268456376,1.5096936
XM_020159488.2,sample_3,77,234,89,400,0.7662337662337663,0.5598290598290598,0.6741573033707865,1.5843573
