id,sample,utr5_length,cds_length,utr3_length,total_length,utr5_gc_content,cds_gc_content,utr3_gc_content,ribonn_te
XM_056452708.1,sample_3,183,366,200,749,0.4207650273224044,0.5765027322404371,0.32,1.6361071
XM_071453288.1,gt,143,321,148,612,0.7972027972027972,0.660436137071651,0.5472972972972973,0.7915509
XM_071453288.1,sample_0,102,321,107,530,0.5098039215686274,0.660436137071651,0.2523364485981308,1.254811
XM_071453288.1,sample_1,126,321,185,632,0.6190476190476191,0.660436137071651,0.5459459459459459,1.2111155
XM_071453288.1,sample_2,110,321,200,631,0.6909090909090909,0.660436137071651,0.48,0.9722385
XM_071453288.1,sample_3,48,321,200,569,0.8125,0.660436137071651,0.8,0.92985123
XM_048522006.2,gt,43,273,135,451,0.5813953488372093,0.4908424908424908,0.3851851851851852,1.6898867
XM_048522006.2,sample_0,29,273,52,354,0.4827586206896552,0.4908424908424908,0.28846153846153844,1.6633625
XM_048522006.2,sample_1,75,273,19,367,0.4533333333333333,0.4908424908424908,0.2631578947368421,1.665368
XM_048522006.2,sample_2,111,273,200,584,0.5495495495495496,0.4908424908424908,0.27,1.7091379
XM_048522006.2,sample_3,110,273,123,506,0.7545454545454545,0.4908424908424908,0.4634146341463415,1.2693055
XM_044245083.1,gt,95,291,159,545,0.5789473684210527,0.42955326460481097,0.25157232704402516,1.5015146
XM_044245083.1,sample_0,117,291,179,587,0.5726495726495726,0.42955326460481097,0.2737430167597765,1.3834275
XM_044245083.1,sample_1,103,291,186,580,0.6019417475728155,0.42955326460481097,0.27419354838709675,1.5031743
XM_044245083.1,sample_2,88,291,170,549,0.5795454545454546,0.42955326460481097,0.27647058823529413,1.5097256
XM_044245083.1,sample_3,98,291,200,589,0.5714285714285714,0.42955326460481097,0.275,1.433251
XM_025986549.2,gt,67,462,83,612,0.5522388059701493,0.3874458874458874,0.3373493975903614,1.0585874
XM_025986549.2,sample_0,61,462,200,723,0.47540983606557374,0.3874458874458874,0.365,0.994258
XM_025986549.2,sample_1,168,462,200,830,0.5952380952380952,0.3874458874458874,0.395,1.0041996
XM_025986549.2,sample_2,168,462,200,830,0.6547619047619048,0.3874458874458874,0.35,0.85289747
XM_025986549.2,sample_3,179,462,200,841,0.5139664804469274,0.3874458874458874,0.345,0.7504602
XM_040683648.2,gt,61,372,106,539,0.8524590163934426,0.6693548387096774,0.4056603773584906,0.68138546
XM_040683648.2,sample_0,104,372,200,676,0.7596153846153846,0.6693548387096774,0.53,0.5680459
XM_040683648.2,sample_1,173,372,200,745,0.7861271676300579,0.6693548387096774,0.425,0.780075
XM_040683648.2,sample_2,128,372,200,700,0.875,0.6693548387096774,0.315,0.36498573
XM_040683648.2,sample_3,181,372,200,753,0.8453038674033149,0.6693548387096774,0.405,0.27762786
XM_048080352.2,gt,155,438,43,636,0.7548387096774194,0.5045662100456622,0.2558139534883721,1.5197488
XM_048080352.2,sample_0,107,438,44,589,0.6074766355140186,0.5045662100456622,0.29545454545454547,1.6110638
XM_048080352.2,sample_1,28,438,1,467,0.7142857142857143,0.5045662100456622,0.0,1.6060926
XM_048080352.2,sample_2,126,438,43,607,0.49206349206349204,0.5045662100456622,0.18604651162790697,1.6264589
XM_048080352.2,sample_3,83,438,40,561,0.4819277108433735,0.5045662100456622,0.2,1.5917169
XM_053337259.1,gt,65,384,135,584,0.47692307692307695,0.4921875,0.45925925925925926,0.98575985
XM_053337259.1,sample_0,110,384,200,694,0.4,0.4921875,0.56,0.6977082
XM_053337259.1,sample_1,171,384,200,755,0.49707602339181284,0.4921875,0.455,0.9600586
XM_053337259.1,sample_2,133,384,171,688,0.5789473684210527,0.4921875,0.29239766081871343,1.0472518
XM_053337259.1,sample_3,213,384,200,797,0.6056338028169014,0.4921875,0.525,0.7188103
XM_045164603.1,gt,198,456,182,836,0.7222222222222222,0.5701754385964912,0.6263736263736264,0.96400684
XM_045164603.1,sample_0,27,456,200,683,0.5555555555555556,0.5701754385964912,0.58,1.3572031
XM_045164603.1,sample_1,41,456,200,697,0.5853658536585366,0.5701754385964912,0.455,1.2821937
XM_045164603.1,sample_2,98,456,200,754,0.4387755102040816,0.5701754385964912,0.375,1.2686253
XM_045164603.1,sample_3,19,456,125,600,0.3684210526315789,0.5701754385964912,0.488,1.4191833
XM_048237338.1,gt,89,360,138,587,0.5617977528089888,0.5666666666666667,0.38405797101449274,1.1478928
XM_048237338.1,sample_0,160,360,200,720,0.54375,0.5666666666666667,0.505,0.92192215
XM_048237338.1,sample_1,181,360,1,542,0.6132596685082873,0.5666666666666667,0.0,1.1086543
XM_048237338.1,sample_2,106,360,200,666,0.49056603773584906,0.5666666666666667,0.28,0.999413
XM_048237338.1,sample_3,183,360,1,544,0.4644808743169399,0.5666666666666667,0.0,0.9915756
XM_074224206.1,gt,75,411,106,592,0.7333333333333333,0.5669099756690997,0.5283018867924528,0.9640024
XM_074224206.1,sample_0,80,411,106,597,0.65,0.5669099756690997,0.5,1.0732174
XM_074224206.1,sample_1,41,411,1,453,0.7073170731707317,0.5669099756690997,0.0,1.1634251
XM_074224206.1,sample_2,73,411,123,607,0.6438356164383562,0.5669099756690997,0.45528455284552843,1.0183364
XM_074224206.1,sample_3,85,411,10,506,0.6235294117647059,0.5669099756690997,0.8,1.2219647
XM_005316726.5,gt,61,474,96,631,0.8032786885245902,0.5970464135021097,0.2708333333333333,0.70997685
XM_005316726.5,sample_0,108,474,25,607,0.9166666666666666,0.5970464135021097,0.48,0.29887903
XM_005316726.5,sample_1,168,474,31,673,0.8630952380952381,0.5970464135021097,0.3870967741935484,0.25367004
XM_005316726.5,sample_2,71,474,116,661,0.8732394366197183,0.5970464135021097,0.29310344827586204,0.46599588
XM_005316726.5,sample_3,47,474,94,615,0.9148936170212766,0.5970464135021097,0.30851063829787234,0.49166435
XM_039793870.1,gt,39,360,165,564,0.5641025641025641,0.5722222222222222,0.5393939393939394,1.0988821
XM_039793870.1,sample_0,190,360,200,750,0.4631578947368421,0.5722222222222222,0.375,0.94062304
XM_039793870.1,sample_1,197,360,200,757,0.49746192893401014,0.5722222222222222,0.35,0.6991658
XM_039793870.1,sample_2,116,360,200,676,0.4051724137931034,0.5722222222222222,0.31,1.0073953
XM_039793870.1,sample_3,105,360,200,665,0.4857142857142857,0.5722222222222222,0.49,0.84166485
XM_002819635.5,gt,91,492,94,677,0.7582417582417582,0.6077235772357723,0.43617021276595747,0.80055934
XM_002819635.5,sample_0,12,492,98,602,0.6666666666666666,0.6077235772357723,0.5714285714285714,1.2177067
XM_002819635.5,sample_1,75,492,73,640,0.7066666666666667,0.6077235772357723,0.5068493150684932,1.099718
XM_002819635.5,sample_2,40,492,200,732,0.7,0.6077235772357723,0.7,1.0612754
XM_002819635.5,sample_3,118,492,200,810,0.652542372881356,0.6077235772357723,0.49,1.1601775
XM_006797961.2,gt,141,408,194,743,0.46808510638297873,0.46568627450980393,0.28350515463917525,1.2436316
XM_006797961.2,sample_0,115,408,200,723,0.391304347826087,0.46568627450980393,0.295,1.4066393
XM_006797961.2,sample_1,69,408,132,609,0.4492753623188406,0.46568627450980393,0.29545454545454547,1.5878415
XM_006797961.2,sample_2,47,408,137,592,0.425531914893617,0.46568627450980393,0.30656934306569344,1.601202
XM_006797961.2,sample_3,76,408,200,684,0.5657894736842105,0.46568627450980393,0.435,1.5639364
XM_059681587.1,gt,150,432,117,699,0.76,0.5856481481481481,0.5299145299145299,1.411272
XM_059681587.1,sample_0,89,432,109,630,0.6741573033707865,0.5856481481481481,0.6788990825688074,1.0158443
XM_059681587.1,sample_1,10,432,200,642,0.5,0.5856481481481481,0.525,1.2525167
XM_059681587.1,sample_2,49,432,200,681,0.6122448979591837,0.5856481481481481,0.35,1.4642847
XM_059681587.1,sample_3,134,432,200,766,0.5746268656716418,0.5856481481481481,0.53,1.4449813
XM_041264348.1,gt,78,174,192,444,0.4230769230769231,0.4367816091954023,0.3385416666666667,1.692123
XM_041264348.1,sample_0,140,174,200,514,0.4642857142857143,0.4367816091954023,0.315,1.6987637
XM_041264348.1,sample_1,136,174,164,474,0.39705882352941174,0.4367816091954023,0.45121951219512196,1.6809845
XM_041264348.1,sample_2,95,174,184,453,0.43157894736842106,0.4367816091954023,0.33152173913043476,1.7162153
XM_041264348.1,sample_3,91,174,114,379,0.37362637362637363,0.4367816091954023,0.3157894736842105,1.6868298
